file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,234,css,c65ce0c3,Edgar,2025-02-07,19:57:09,-08:00,2025-02-07T19:57:09-08:00,0,0
style.css,235,css,c65ce0c3,Edgar,2025-02-07,19:57:09,-08:00,2025-02-07T19:57:09-08:00,0,16
style.css,236,css,c65ce0c3,Edgar,2025-02-07,19:57:09,-08:00,2025-02-07T19:57:09-08:00,0,18
style.css,237,css,c65ce0c3,Edgar,2025-02-07,19:57:09,-08:00,2025-02-07T19:57:09-08:00,0,17
style.css,238,css,c65ce0c3,Edgar,2025-02-07,19:57:09,-08:00,2025-02-07T19:57:09-08:00,0,12
style.css,239,css,c65ce0c3,Edgar,2025-02-07,19:57:09,-08:00,2025-02-07T19:57:09-08:00,0,0
style.css,240,css,c65ce0c3,Edgar,2025-02-07,19:57:09,-08:00,2025-02-07T19:57:09-08:00,0,0
style.css,241,css,c65ce0c3,Edgar,2025-02-07,19:57:09,-08:00,2025-02-07T19:57:09-08:00,0,0
style.css,242,css,c65ce0c3,Edgar,2025-02-07,19:57:09,-08:00,2025-02-07T19:57:09-08:00,0,5
style.css,243,css,c65ce0c3,Edgar,2025-02-07,19:57:09,-08:00,2025-02-07T19:57:09-08:00,0,17
style.css,244,css,c5b2736d,Edgar,2025-02-07,20:09:00,-08:00,2025-02-07T20:09:00-08:00,0,15
style.css,245,css,c65ce0c3,Edgar,2025-02-07,19:57:09,-08:00,2025-02-07T19:57:09-08:00,0,0
style.css,246,css,c65ce0c3,Edgar,2025-02-07,19:57:09,-08:00,2025-02-07T19:57:09-08:00,0,0
style.css,247,css,c65ce0c3,Edgar,2025-02-07,19:57:09,-08:00,2025-02-07T19:57:09-08:00,0,10
style.css,248,css,c65ce0c3,Edgar,2025-02-07,19:57:09,-08:00,2025-02-07T19:57:09-08:00,0,36
style.css,249,css,c5b2736d,Edgar,2025-02-07,20:09:00,-08:00,2025-02-07T20:09:00-08:00,0,0
style.css,250,css,c5b2736d,Edgar,2025-02-07,20:09:00,-08:00,2025-02-07T20:09:00-08:00,0,0
style.css,251,css,c5b2736d,Edgar,2025-02-07,20:09:00,-08:00,2025-02-07T20:09:00-08:00,0,15
style.css,252,css,c5b2736d,Edgar,2025-02-07,20:09:00,-08:00,2025-02-07T20:09:00-08:00,0,18
style.css,253,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,0
style.css,254,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,0
style.css,255,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,44
style.css,256,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,7
style.css,257,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,11
style.css,258,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,15
style.css,259,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,0
style.css,260,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,0
style.css,261,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,0
style.css,262,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,0
style.css,263,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,11
style.css,264,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,8
style.css,265,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,13
style.css,266,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,32
style.css,267,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,10
style.css,268,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,9
style.css,269,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,26
style.css,270,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,40
style.css,271,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,0
style.css,272,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,43
style.css,273,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,10
style.css,274,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,18
style.css,275,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,0
style.css,276,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,0
style.css,277,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,9
style.css,278,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,15
style.css,279,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,8
style.css,280,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,9
style.css,281,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,42
style.css,282,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,22
style.css,283,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,14
style.css,284,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,39
style.css,285,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,20
style.css,286,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,26
style.css,287,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,0
style.css,288,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,0
style.css,289,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,7
style.css,290,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,17
style.css,291,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,24
style.css,292,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,23
style.css,293,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,0
style.css,294,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,0
style.css,295,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,13
style.css,296,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,21
style.css,297,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,0
style.css,298,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,0
style.css,299,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,16
style.css,300,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,13
style.css,301,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,0
style.css,302,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,0
style.css,303,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,38
style.css,304,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,7
style.css,305,css,407662b6,Edgar,2025-02-14,21:04:18,-08:00,2025-02-14T21:04:18-08:00,0,16
style.css,306,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,59
style.css,307,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,8
style.css,308,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,15
style.css,309,css,407662b6,Edgar,2025-02-14,21:04:18,-08:00,2025-02-14T21:04:18-08:00,0,39
style.css,310,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,20
style.css,311,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,0
style.css,312,css,407662b6,Edgar,2025-02-14,21:04:18,-08:00,2025-02-14T21:04:18-08:00,0,10
style.css,313,css,407662b6,Edgar,2025-02-14,21:04:18,-08:00,2025-02-14T21:04:18-08:00,0,16
style.css,314,css,407662b6,Edgar,2025-02-14,21:04:18,-08:00,2025-02-14T21:04:18-08:00,0,9
style.css,315,css,407662b6,Edgar,2025-02-14,21:04:18,-08:00,2025-02-14T21:04:18-08:00,0,0
style.css,316,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,10
style.css,317,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,17
style.css,318,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,0
style.css,319,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,0
style.css,320,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,35
style.css,321,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,20
style.css,322,css,2df64cc7,Edgar,2025-02-14,20:53:06,-08:00,2025-02-14T20:53:06-08:00,0,15
